Frame NO., Target Total, Target NO., X(m), Y(m), Z(m), Velocity(m/s), Intensity, Intensity(Log) 
20, 91, 65, 1.8047, 2.0742, 0, -0.2504, 22, 14, 
20, 91, 66, 1.832, 2.1074, 0, -0.2504, 23, 14, 
20, 91, 67, 1.6836, 2.2813, 0, -0.2504, 20, 13, 
20, 91, 68, 0.6582, 0.7578, 0, -0.1252, 98, 20, 
20, 91, 69, 1.9805, 2.0918, 0, -0.1252, 12, 11, 
20, 91, 70, 0.209, 0.7109, 0, 0.2504, 58, 18, 
20, 91, 71, 0.5391, 0.5703, 0, 0.2504, 70, 19, 
20, 91, 72, 0.2598, 0.7871, 0, 0.2504, 44, 17, 
20, 91, 73, 0.209, 0.7109, 0, 0.3757, 67, 18, 
20, 91, 74, 0.5156, 0.5918, 0, 0.3757, 84, 19, 
20, 91, 75, 0.2324, 0.7949, 0, 0.3757, 51, 17, 
20, 91, 76, 0.5723, 0.2129, 0, -0.8766, 122, 21, 
20, 91, 77, 0.5938, 0.2773, 0, -0.8766, 216, 23, 
20, 91, 78, 0.6328, 0.2949, 0, -0.8766, 128, 21, 
20, 91, 79, 1.7754, 2.041, 0, -0.7513, 30, 15, 
20, 91, 80, 1.8047, 2.0742, 0, -0.7513, 60, 18, 
20, 91, 81, 1.832, 2.1074, 0, -0.7513, 46, 17, 
20, 91, 82, 1.9492, 2.0586, 0, -0.7513, 15, 12, 
20, 91, 83, 0.5918, 2.6387, 0, -0.6261, 55, 17, 
20, 91, 84, 0.6875, 2.6621, 0, -0.6261, 102, 20, 
20, 91, 85, 0.6973, 2.7031, 0, -0.6261, 77, 19, 
20, 91, 86, 0.7969, 2.7207, 0, -0.6261, 29, 15, 
20, 91, 87, 1.6914, 2.1113, 0, -0.5009, 27, 14, 
20, 91, 88, 0.4355, 2.7578, 0, -0.3757, 32, 15, 
20, 91, 89, 0.4434, 2.8008, 0, -0.3757, 24, 14, 
20, 91, 90, 0.6113, 2.7246, 0, -0.2504, 19, 13, 
20, 91, 91, 0.5313, 2.7852, 0, -0.2504, 16, 12, 
21, 88, 1, 0.5078, 2.6563, 0, 0, 33, 15, 
21, 88, 2, 0.6016, 2.6816, 0, 0, 39, 16, 
21, 88, 3, 0.6973, 2.7031, 0, 0, 21, 13, 
21, 88, 4, 0.5313, 2.7852, 0, 0, 13, 11, 
21, 88, 5, 0.2695, 2.8672, 0, 0, 16, 12, 
21, 88, 6, -0.5664, 0, 0, 0.1252, 25, 14, 
21, 88, 7, -0.6113, 0, 0, 0.1252, 24, 14, 
21, 88, 8, 0.6992, 0.9473, 0, 0.1252, 51, 17, 
21, 88, 9, 0.6875, 1.0098, 0, 0.1252, 49, 17, 
21, 88, 10, 0.752, 1.0176, 0, 0.1252, 58, 18, 
21, 88, 11, 0.6875, 2.6621, 0, 0.1252, 15, 12, 
21, 88, 12, 0.3242, 0.666, 0, 0.2504, 42, 16, 
21, 88, 13, 0.3184, 0.7168, 0, 0.2504, 80, 19, 
21, 88, 14, 0.3105, 0.7676, 0, 0.2504, 76, 19, 
21, 88, 15, 0.5723, 0.6582, 0, 0.2504, 44, 17, 
21, 88, 16, 0.3242, 0.666, 0, 0.3757, 60, 18, 
21, 88, 17, 0.3184, 0.7168, 0, 0.3757, 104, 20, 
21, 88, 18, 0.3105, 0.7676, 0, 0.3757, 89, 20, 
21, 88, 19, 0.2461, 0.8379, 0, 0.3757, 44, 17, 
21, 88, 20, 0.6016, 0.6914, 0, 0.3757, 31, 15, 
21, 88, 21, 0.3887, 0.5273, 0, 0.5009, 28, 15, 
21, 88, 22, 0.4141, 0.5625, 0, 0.5009, 109, 20, 
21, 88, 23, 0.4395, 0.5977, 0, 0.5009, 151, 22, 
21, 88, 24, 0.4414, 0.6484, 0, 0.5009, 88, 19, 
21, 88, 25, 0.3633, 0.7461, 0, 0.5009, 26, 14, 
21, 88, 26, 0.3887, 0.5273, 0, 0.6261, 72, 19, 
21, 88, 27, 0.4141, 0.5625, 0, 0.6261, 264, 24, 
21, 88, 28, 0.4395, 0.5977, 0, 0.6261, 340, 25, 
21, 88, 29, 0.4902, 0.6133, 0, 0.6261, 171, 22, 
21, 88, 30, 0.5176, 0.6465, 0, 0.6261, 33, 15, 
21, 88, 31, 0.3887, 0.5273, 0, 0.7513, 51, 17, 
21, 88, 32, 0.4141, 0.5625, 0, 0.7513, 189, 23, 
21, 88, 33, 0.4395, 0.5977, 0, 0.7513, 243, 24, 
21, 88, 34, 0.4668, 0.6328, 0, 0.7513, 124, 21, 
21, 88, 35, 0.5176, 0.6465, 0, 0.7513, 26, 14, 
21, 88, 36, 0.4141, 0.5625, 0, 0.8766, 23, 14, 
21, 88, 37, 0.418, 0.6133, 0, 0.8766, 23, 14, 
21, 88, 38, 0.4668, 0.6855, 0, 0.8766, 15, 12, 
21, 88, 39, 0.4355, 0.7559, 0, 0.8766, 21, 13, 
21, 88, 40, 0.4297, 0.8086, 0, 0.8766, 36, 16, 
21, 88, 41, 0.4492, 0.8477, 0, 0.8766, 29, 15, 
21, 88, 42, -0.459, 4.8652, 0, 0.8766, 10, 10, 
21, 88, 43, 0.3184, 0.7168, 0, -1.0018, 55, 17, 
21, 88, 44, 0.3359, 0.7578, 0, -1.0018, 78, 19, 
21, 88, 45, 0.2734, 0.8281, 0, -1.0018, 38, 16, 
21, 88, 46, 0.2285, 0.8867, 0, -1.0018, 55, 17, 
21, 88, 47, 0.2402, 0.9297, 0, -1.0018, 40, 16, 
21, 88, 48, 0.459, 4.8652, 0, -1.0018, 11, 11, 
